"V1"
0.107456536787329-0.196580360929134i
0.121487416487152-0.175769704328857i
0.117782942633935-0.155224690965384i
0.099483918725976-0.145842374920343i
0.074354897037164-0.146540303681639i
0.049095915490339-0.146250941193667i
0.026866447064396-0.136011392754094i
0.008418233406107-0.11720281434947i
-0.0062506192729441-0.0972713557615253i
-0.0176199688368574-0.0794615717128854i
-0.0267368307752627-0.0595189207104073i
-0.0344049247238617-0.0326879809571615i
-0.0402737651166035-0.0013035444162356i
-0.0433056273971619+0.0269818092793926i
-0.0431449573598252+0.0481004683664767i
-0.0403753448462581+0.0663464310557264i
-0.0351329803834331+0.0888500729452052i
-0.02613064392903+0.116073408951216i
-0.011956373303372+0.139398926720906i
0.006509434734447+0.148816974028498i
0.025533216669943+0.142784631020668i
0.040718279948279+0.130567556249717i
0.049498697432888+0.125367982236572i
0.051353772026295+0.134835281723079i
0.046324898515473+0.156521465412186i
0.034511404519249+0.180598026062457i
0.017385242115459+0.196696947741867i
-0.001336064021548+0.199810779898238i
-0.017347793289125+0.19168152972924i
-0.028674004997439+0.177472595523286i
-0.036563540995508+0.160976222025495i
-0.043368017624901+0.14262870532173i
-0.05000931300761+0.121643807714872i
-0.0558308841139362+0.0990486333118258i
-0.0603086034088283+0.0774619918826333i
-0.0638292716305935+0.05776808535292i
-0.066538655455594+0.0373356012887629i
-0.0672748623453411+0.0129333782242914i
-0.0645038785987374-0.0147585163192486i
-0.0581094544444375-0.0410219641522548i
-0.0494472241498287-0.0622487168795783i
-0.0395137554786485-0.0801939998616835i
-0.0279611688689585-0.0996680096803421i
-0.014606148315916-0.122251021849091i
-0.001191816568832-0.144124446022253i
0.009897531819526-0.161047438901452i
0.019302391465828-0.173887697459829i
0.03194631822023-0.18678514712231i
0.052862552699864-0.199681699305339i
0.080956445460514-0.205366697833076i
