"V1"
0.104524727881131-0.198377852680229i
0.118976289903182-0.177344085662482i
0.116341858847617-0.155615713599232i
0.099170980897128-0.143796133532735i
0.074955783824603-0.142156410670627i
0.050529849264194-0.141345963008948i
0.029122429678314-0.132573504154033i
0.011261963009547-0.115639737894378i
-0.0032355383790199-0.0964279450093297i
-0.0146470814412522-0.0782459037358452i
-0.0236526341720445-0.0581208265735199i
-0.0310079191004177-0.0320599405988728i
-0.0366709765748097-0.0017952993070891i
-0.0397994579669858+0.0260390693154194i
-0.0398514397159866+0.0474649829970462i
-0.037204189833969+0.0659234640567996i
-0.032224769646542+0.0879250746363198i
-0.024076892889942+0.114290592052988i
-0.011310874431252+0.137175869262132i
0.005933123607037+0.146794690488024i
0.024630136467021+0.14120304197056i
0.040222771585895+0.129388972767972i
0.049274699811466+0.12480352628612i
0.050718193132239+0.135378287397828i
0.044989655523694+0.158368925493419i
0.03294441841659+0.183260006036936i
0.01615128852504+0.199351893469007i
-0.002348539093125+0.201951161493397i
-0.018770794402881+0.193266083128507i
-0.03076506455645+0.178555618302912i
-0.038748161217271+0.161481405827755i
-0.044825855552241+0.142584330144196i
-0.050552602552869+0.121403118573903i
-0.0559906892695186+0.0990085798417897i
-0.0606039086609223+0.0775972834780861i
-0.064231348577511+0.0576839451286292i
-0.0667626886038267+0.0368460966970292i
-0.0673671652971592+0.0123676653491859i
-0.0648331813925043-0.0150015480823904i
-0.0587969776872775-0.0410699576094547i
-0.0501174882250616-0.0626101639990632i
-0.0398119648476375-0.0810040127134112i
-0.028165687314396-0.10040995415069i
-0.015436395273483-0.1224860058609i
-0.002968024475157-0.144323899498378i
0.007675805086347-0.162305798429506i
0.017373840588081-0.176692884609408i
0.030410372240637-0.190358102484787i
0.05110426067641-0.202781259603775i
0.07846586218534-0.207570780726876i
